0.9999998 0.0000000
0.9997325 0.0000021
0.9989627 0.0000116
0.9976911 0.0000337
0.9959190 0.0000732
0.9936482 0.0001352
0.9908810 0.0002243
0.9876201 0.0003454
0.9838689 0.0005030
0.9796311 0.0007013
0.9749109 0.0009446
0.9697132 0.0012368
0.9640431 0.0015817
0.9579063 0.0019827
0.9513090 0.0024431
0.9442579 0.0029658
0.9367601 0.0035536
0.9288230 0.0042090
0.9204547 0.0049339
0.9116635 0.0057304
0.9024584 0.0065998
0.8928485 0.0075435
0.8828436 0.0085622
0.8724537 0.0096565
0.8616892 0.0108266
0.8505610 0.0120723
0.8390803 0.0133931
0.8272586 0.0147879
0.8151077 0.0162555
0.8026400 0.0177940
0.7898680 0.0194011
0.7768044 0.0210742
0.7634625 0.0228099
0.7498556 0.0246047
0.7359975 0.0264543
0.7219021 0.0283540
0.7075835 0.0302984
0.6930561 0.0322818
0.6783346 0.0342979
0.6634338 0.0363397
0.6483686 0.0384000
0.6331542 0.0404708
0.6178058 0.0425440
0.6023391 0.0446108
0.5867694 0.0466622
0.5711124 0.0486890
0.5553840 0.0506816
0.5395998 0.0526303
0.5237758 0.0545254
0.5079279 0.0563571
0.4920721 0.0581158
0.4762242 0.0597920
0.4604002 0.0613765
0.4446160 0.0628604
0.4288876 0.0642354
0.4132306 0.0654935
0.3976609 0.0666274
0.3821942 0.0676305
0.3668458 0.0684966
0.3516314 0.0692206
0.3365662 0.0697979
0.3216654 0.0702249
0.3069439 0.0704987
0.2924165 0.0706171
0.2780979 0.0705789
0.2640025 0.0703836
0.2501444 0.0700316
0.2365375 0.0695237
0.2231956 0.0688618
0.2101320 0.0680482
0.1973600 0.0670860
0.1848923 0.0659787
0.1727414 0.0647305
0.1609197 0.0633459
0.1494390 0.0618300
0.1383108 0.0601882
0.1275463 0.0584262
0.1171564 0.0565500
0.1071515 0.0545660
0.0975416 0.0524805
0.0883365 0.0503002
0.0795453 0.0480319
0.0711770 0.0456825
0.0632399 0.0432589
0.0557421 0.0407680
0.0486910 0.0382169
0.0420937 0.0356125
0.0359569 0.0329618
0.0302868 0.0302717
0.0250891 0.0275491
0.0203689 0.0248008
0.0161311 0.0220335
0.0123799 0.0192540
0.0091190 0.0164690
0.0063518 0.0136854
0.0040810 0.0109101
0.0023089 0.0081507
0.0010373 0.0054159
0.0002675 0.0027172
0.0000002 0.0000807
0.0000002 -0.0000793
0.0002675 -0.0025158
0.0010373 -0.0048841
0.0023089 -0.0072031
0.0040810 -0.0094770
0.0063518 -0.0117064
0.0091190 -0.0138904
0.0123799 -0.0160268
0.0161311 -0.0181134
0.0203689 -0.0201473
0.0250891 -0.0221254
0.0302868 -0.0240446
0.0359569 -0.0259018
0.0420937 -0.0276936
0.0486910 -0.0294170
0.0557421 -0.0310690
0.0632399 -0.0326467
0.0711770 -0.0341475
0.0795453 -0.0355690
0.0883365 -0.0369089
0.0975416 -0.0381654
0.1071515 -0.0393369
0.1171564 -0.0404221
0.1275463 -0.0414200
0.1383108 -0.0423300
0.1494390 -0.0431518
0.1609197 -0.0438854
0.1727414 -0.0445311
0.1848923 -0.0450897
0.1973600 -0.0455619
0.2101320 -0.0459490
0.2231956 -0.0462524
0.2365375 -0.0464737
0.2501444 -0.0466146
0.2640025 -0.0466770
0.2780979 -0.0466630
0.2924165 -0.0465746
0.3069439 -0.0464138
0.3216654 -0.0461829
0.3365662 -0.0458839
0.3516314 -0.0455188
0.3668458 -0.0450896
0.3821942 -0.0445982
0.3976609 -0.0440465
0.4132306 -0.0434363
0.4288876 -0.0427693
0.4446160 -0.0420473
0.4604002 -0.0412718
0.4762242 -0.0404447
0.4920721 -0.0395676
0.5079279 -0.0386424
0.5237758 -0.0376710
0.5395998 -0.0366554
0.5553840 -0.0355980
0.5711124 -0.0345010
0.5867694 -0.0333673
0.6023391 -0.0321996
0.6178058 -0.0310012
0.6331542 -0.0297755
0.6483686 -0.0285262
0.6634338 -0.0272573
0.6783346 -0.0259729
0.6930561 -0.0246776
0.7075835 -0.0233759
0.7219021 -0.0220727
0.7359975 -0.0207727
0.7498556 -0.0194810
0.7634625 -0.0182026
0.7768044 -0.0169425
0.7898680 -0.0157053
0.8026400 -0.0144960
0.8151077 -0.0133191
0.8272586 -0.0121788
0.8390803 -0.0110791
0.8505610 -0.0100238
0.8616892 -0.0090162
0.8724537 -0.0080591
0.8828436 -0.0071552
0.8928485 -0.0063064
0.9024584 -0.0055143
0.9116635 -0.0047801
0.9204547 -0.0041042
0.9288230 -0.0034870
0.9367601 -0.0029279
0.9442579 -0.0024263
0.9513090 -0.0019807
0.9579063 -0.0015895
0.9640431 -0.0012505
0.9697132 -0.0009611
0.9749109 -0.0007184
0.9796311 -0.0005191
0.9838689 -0.0003596
0.9876201 -0.0002360
0.9908810 -0.0001440
0.9936482 -0.0000794
0.9959190 -0.0000374
0.9976911 -0.0000135
0.9989627 -0.0000026
0.9997325 0.0000002
0.9999998 0.0000000
